loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose
10000,10000,10000,36 months,0.0784,312.63,A,A4,Speech Pathologist,6 years,RENT,37000,Not Verified,Oct-18,Current,n,debt_consolidation
6400,6400,6375,36 months,0.0846,201.92,A,A5,TRUCK DRIVER,6 years,RENT,55700,Not Verified,Oct-18,Current,n,credit_card
16000,16000,16000,36 months,0.1155,528,B,B4,Operations administrative supervisor ,4 years,MORTGAGE,44000,Not Verified,Oct-18,Current,n,credit_card
9000,9000,9000,36 months,0.1047,292.4,B,B2,Police Officer,10+ years,MORTGAGE,150000,Not Verified,Oct-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.0721,154.87,A,A3,Member Consultant,2 years,RENT,55000,Not Verified,Oct-18,Current,n,credit_card
25000,25000,25000,60 months,0.1273,565.38,B,B5,"Superintendent of Way, Power and Signals",10+ years,RENT,140943,Not Verified,Oct-18,Current,n,other
2400,2400,2400,36 months,0.2089,90.29,D,D4,Pharmacy Tech,5 years,RENT,20000,Not Verified,Oct-18,Current,n,credit_card
3500,3500,3500,36 months,0.1447,120.43,C,C2,LVN,< 1 year,MORTGAGE,50000,Verified,Oct-18,Current,n,debt_consolidation
8500,8500,8500,36 months,0.1502,294.74,C,C3,Registered Nurse,2 years,MORTGAGE,75000,Not Verified,Oct-18,Current,n,debt_consolidation
15000,15000,15000,60 months,0.1894,388.62,D,D2,,< 1 year,MORTGAGE,20000,Source Verified,Oct-18,Current,n,debt_consolidation
40000,40000,40000,36 months,0.1106,1310.69,B,B3,Physical Therapist Assistant,4 years,RENT,90000,Verified,Oct-18,Current,n,debt_consolidation
35000,35000,35000,60 months,0.1992,925.73,D,D3,Area President,10+ years,MORTGAGE,400000,Verified,Oct-18,Current,n,credit_card
40000,40000,40000,36 months,0.0611,1218.88,A,A1,Health System Specialist,6 years,MORTGAGE,89000,Verified,Oct-18,Current,n,credit_card
3025,3025,3025,36 months,0.1691,107.72,C,C5,Orthodontist assistant,10+ years,MORTGAGE,32000,Source Verified,Oct-18,Current,n,debt_consolidation
13000,13000,13000,36 months,0.1273,436.34,B,B5,Teacher,8 years,MORTGAGE,88000,Not Verified,Oct-18,Current,n,debt_consolidation
14000,14000,14000,36 months,0.0721,433.63,A,A3,Nanny,3 years,RENT,34560,Not Verified,Oct-18,Current,n,credit_card
15000,15000,15000,60 months,0.1356,345.62,C,C1,Third Shift Warehouse ,7 years,RENT,47000,Source Verified,Oct-18,Current,n,debt_consolidation
7200,7200,7200,36 months,0.1691,256.38,C,C5,Fullfillment Associate,< 1 year,RENT,33000,Not Verified,Oct-18,Current,n,debt_consolidation
25000,25000,25000,60 months,0.1614,609.82,C,C4,Technical Instructor,7 years,MORTGAGE,58000,Source Verified,Oct-18,Current,n,debt_consolidation
12000,12000,12000,60 months,0.0721,238.81,A,A3,Supply Chain Lead,6 years,MORTGAGE,60000,Not Verified,Oct-18,Current,n,credit_card
6200,6200,6200,36 months,0.1447,213.32,C,C2,,< 1 year,MORTGAGE,25000,Not Verified,Oct-18,Current,n,car
20000,20000,20000,36 months,0.1691,712.16,C,C5,sales manager,5 years,RENT,60000,Source Verified,Oct-18,Current,n,debt_consolidation
17000,17000,17000,36 months,0.0667,522.35,A,A2,Quality Assurance Supervisor,4 years,MORTGAGE,89000,Not Verified,Oct-18,Current,n,credit_card
12000,12000,12000,60 months,0.1992,317.4,D,D3,Aviation Electrician,9 years,MORTGAGE,125685,Source Verified,Oct-18,Current,n,debt_consolidation
12000,12000,12000,36 months,0.1155,396,B,B4,Diesel technician,3 years,RENT,55000,Verified,Oct-18,Current,n,debt_consolidation
21000,21000,21000,60 months,0.1691,520.89,C,C5,Claims Auditor,10+ years,RENT,51000,Verified,Oct-18,Current,n,debt_consolidation
4400,4400,4400,36 months,0.0846,138.82,A,A5,Member Service Representative,1 year,RENT,26000,Source Verified,Oct-18,Current,n,credit_card
10000,10000,10000,36 months,0.0667,307.27,A,A2,Professional Athlete,1 year,RENT,54000,Source Verified,Oct-18,Current,n,debt_consolidation
8900,8900,8900,36 months,0.1047,289.15,B,B2,,n/a,OWN,68000,Source Verified,Oct-18,Current,n,debt_consolidation
4500,4500,4500,36 months,0.1797,162.62,D,D1,,n/a,OWN,18000,Not Verified,Oct-18,Current,n,home_improvement
8000,8000,8000,36 months,0.1155,264,B,B4,Outreach and Alumni Coordinator,3 years,RENT,35000,Not Verified,Oct-18,Current,n,credit_card
10000,10000,10000,60 months,0.1047,214.8,B,B2,Mechanic,10+ years,MORTGAGE,60000,Verified,Oct-18,Current,n,debt_consolidation
5400,5400,5400,36 months,0.0611,164.55,A,A1,Hvac mechanic,< 1 year,MORTGAGE,55000,Not Verified,Oct-18,Charged Off,n,debt_consolidation
15000,15000,15000,60 months,0.1797,380.66,D,D1,,n/a,MORTGAGE,30000,Not Verified,Oct-18,Current,n,credit_card
14000,14000,14000,36 months,0.2089,526.67,D,D4,Breakfast Manager,2 years,RENT,35000,Not Verified,Oct-18,Current,n,debt_consolidation
7500,7500,7500,36 months,0.1614,264.2,C,C4,,n/a,OWN,40200,Not Verified,Oct-18,Current,n,other
15000,15000,15000,36 months,0.1008,484.58,B,B1,,n/a,MORTGAGE,25464,Verified,Oct-18,Current,n,debt_consolidation
6000,6000,6000,36 months,0.2235,230.24,D,D5,Driver,10+ years,RENT,49620,Not Verified,Oct-18,Current,n,debt_consolidation
35000,35000,35000,36 months,0.0611,1066.52,A,A1,,< 1 year,MORTGAGE,120000,Not Verified,Oct-18,Current,n,credit_card
20000,20000,20000,36 months,0.1356,679.29,C,C1,,< 1 year,RENT,240000,Source Verified,Oct-18,Current,n,credit_card
38000,38000,38000,60 months,0.1356,875.55,C,C1,Systems Analyst,6 years,MORTGAGE,75815,Verified,Oct-18,Current,n,credit_card
14000,14000,14000,60 months,0.1691,347.26,C,C5,Teacher,< 1 year,RENT,48000,Verified,Oct-18,Current,n,credit_card
15000,15000,15000,60 months,0.1047,322.19,B,B2,General manager,10+ years,MORTGAGE,145000,Not Verified,Oct-18,Current,n,debt_consolidation
25000,25000,25000,36 months,0.1273,839.11,B,B5,Owner,7 years,RENT,230000,Source Verified,Nov-18,Current,n,credit_card
12000,12000,12000,60 months,0.0784,242.4,A,A4,Patient service specialist,10+ years,RENT,40000,Not Verified,Oct-18,Current,n,debt_consolidation
40000,40000,40000,36 months,0.1691,1424.32,C,C5,Asphalt foreman,10+ years,OWN,85000,Verified,Oct-18,Late (31-120 days),n,debt_consolidation
14400,14400,14400,36 months,0.1447,495.46,C,C2,,n/a,RENT,65540,Not Verified,Oct-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.0667,153.64,A,A2,Line Leader,7 years,RENT,50000,Not Verified,Oct-18,Current,n,credit_card
4500,4500,4500,36 months,0.1691,160.24,C,C5,,n/a,MORTGAGE,18348,Verified,Oct-18,Current,n,debt_consolidation
36000,36000,36000,36 months,0.1008,1162.98,B,B1,,< 1 year,MORTGAGE,300000,Source Verified,Oct-18,Current,n,debt_consolidation
13500,13500,13500,36 months,0.1008,436.12,B,B1,Range master,10+ years,OWN,60000,Source Verified,Oct-18,Current,n,debt_consolidation
11000,11000,11000,60 months,0.1691,272.85,C,C5,Finance manager ,< 1 year,RENT,120000,Source Verified,Oct-18,Charged Off,n,debt_consolidation
10000,10000,10000,36 months,0.1356,339.65,C,C1,,< 1 year,MORTGAGE,115000,Source Verified,Oct-18,Current,n,other
30000,30000,30000,60 months,0.2727,920.91,E,E5,,< 1 year,RENT,129843,Verified,Oct-18,Current,n,debt_consolidation
9600,9600,9600,36 months,0.0784,300.13,A,A4,,< 1 year,RENT,140000,Verified,Oct-18,Current,n,debt_consolidation
40000,40000,40000,60 months,0.1447,940.51,C,C2,,< 1 year,MORTGAGE,150000,Not Verified,Oct-18,Fully Paid,n,debt_consolidation
15000,15000,15000,36 months,0.1155,495,B,B4,,< 1 year,OWN,80000,Source Verified,Oct-18,Current,n,debt_consolidation
26000,26000,26000,60 months,0.2235,723.28,D,D5,Director ,10+ years,MORTGAGE,116000,Source Verified,Oct-18,Late (16-30 days),n,debt_consolidation
25000,25000,25000,36 months,0.0667,768.17,A,A2,pest control technician,5 years,MORTGAGE,73000,Verified,Oct-18,Current,n,home_improvement
8500,8500,8500,36 months,0.1008,274.6,B,B1,Encore Service Technician,3 years,RENT,48000,Not Verified,Oct-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.1106,655.35,B,B3,machine operator,10+ years,RENT,84000,Source Verified,Oct-18,Current,n,debt_consolidation
23600,23600,23600,60 months,0.1106,513.83,B,B3,Certified Surgical Technologist,10+ years,MORTGAGE,95000,Source Verified,Oct-18,Current,n,credit_card
14000,14000,14000,60 months,0.1691,347.26,C,C5,Lieutenant,10+ years,RENT,58000,Source Verified,Oct-18,Fully Paid,n,debt_consolidation
16000,16000,16000,60 months,0.1992,423.2,D,D3,Foster Parent,3 years,RENT,44418,Verified,Oct-18,Current,n,credit_card
15000,15000,15000,36 months,0.1797,542.07,D,D1,Custodial,5 years,MORTGAGE,45000,Source Verified,Oct-18,Fully Paid,n,debt_consolidation
20000,20000,20000,36 months,0.1447,688.13,C,C2,,< 1 year,MORTGAGE,150000,Not Verified,Oct-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.1356,679.29,C,C1,,< 1 year,MORTGAGE,60000,Not Verified,Oct-18,Current,n,debt_consolidation
15000,15000,15000,60 months,0.1894,388.62,D,D2,Production ,10+ years,RENT,32000,Not Verified,Oct-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.0784,468.94,A,A4,,3 years,RENT,26100,Source Verified,Oct-18,Current,n,debt_consolidation
5500,5500,5500,36 months,0.0611,167.6,A,A1,,n/a,MORTGAGE,52000,Not Verified,Oct-18,Current,n,debt_consolidation
22000,22000,22000,36 months,0.0721,681.42,A,A3,executive director,5 years,MORTGAGE,165000,Not Verified,Oct-18,Current,n,credit_card
1000,1000,1000,36 months,0.2534,39.94,E,E3,Psychotherapist,3 years,RENT,50000,Source Verified,Oct-18,Current,n,vacation
12000,12000,12000,60 months,0.1106,261.27,B,B3,,< 1 year,OWN,35000,Not Verified,Oct-18,Current,n,debt_consolidation
26000,26000,26000,60 months,0.2872,820.87,F,F1,Personal Trainer,3 years,RENT,60000,Source Verified,Oct-18,Current,n,debt_consolidation
3000,3000,3000,36 months,0.1691,106.83,C,C5,Forklift operator,10+ years,RENT,59000,Source Verified,Oct-18,Current,n,debt_consolidation
12000,12000,12000,36 months,0.2235,460.47,D,D5,inspector,10+ years,MORTGAGE,75000,Source Verified,Oct-18,Current,n,credit_card
18000,18000,18000,60 months,0.1155,396.32,B,B4,dealer,10+ years,MORTGAGE,70000,Not Verified,Oct-18,Current,n,credit_card
25000,25000,25000,36 months,0.1797,903.44,D,D1,,< 1 year,MORTGAGE,145631,Source Verified,Oct-18,Late (31-120 days),n,debt_consolidation
10000,10000,10000,36 months,0.1356,339.65,C,C1,Research Assistant,7 years,RENT,32000,Verified,Oct-18,Current,n,moving
12000,12000,12000,36 months,0.1273,402.77,B,B5,RN,3 years,RENT,62000,Source Verified,Oct-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.1008,646.1,B,B1,Yard Foreman,< 1 year,MORTGAGE,42000,Source Verified,Oct-18,Current,n,car
40000,40000,40000,36 months,0.1106,1310.69,B,B3,Construction Manager,2 years,RENT,180000,Not Verified,Oct-18,Current,n,debt_consolidation
6425,6425,6425,36 months,0.0784,200.87,A,A4,,n/a,MORTGAGE,32436,Verified,Oct-18,Current,n,debt_consolidation
7800,7800,7800,36 months,0.1047,253.41,B,B2,DFA-Ration Clerk,4 years,RENT,19000,Verified,Oct-18,Current,n,other
10000,10000,10000,36 months,0.1155,330,B,B4,,n/a,RENT,30000,Source Verified,Oct-18,Current,n,debt_consolidation
17000,17000,17000,60 months,0.1502,404.61,C,C3,,n/a,MORTGAGE,36000,Not Verified,Oct-18,Fully Paid,n,credit_card
24000,24000,24000,60 months,0.1447,564.31,C,C2,veterinary technician,10+ years,RENT,52000,Source Verified,Oct-18,Current,n,debt_consolidation
24000,24000,24000,36 months,0.1273,805.54,B,B5,Foreman,1 year,MORTGAGE,55000,Verified,Oct-18,Current,n,home_improvement
24000,24000,24000,36 months,0.0611,731.33,A,A1,driver,7 years,OWN,70000,Not Verified,Oct-18,Current,n,debt_consolidation
10000,10000,10000,60 months,0.2340,284.21,E,E1,Operation nanager,6 years,MORTGAGE,74000,Not Verified,Oct-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1155,330,B,B4,Massage Therapist,9 years,RENT,40000,Source Verified,Oct-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1502,346.76,C,C3,Teacher,10+ years,MORTGAGE,57000,Source Verified,Oct-18,Current,n,credit_card
40000,40000,40000,60 months,0.1502,952.02,C,C3,,n/a,RENT,840,Not Verified,Oct-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.1008,484.58,B,B1,Pharmacy manager ,3 years,RENT,140000,Source Verified,Oct-18,Current,n,credit_card
5500,5500,5500,36 months,0.0846,173.52,A,A5,Unit Secretary,3 years,MORTGAGE,55000,Not Verified,Oct-18,Current,n,debt_consolidation
6975,6975,6975,36 months,0.1691,248.37,C,C5,,n/a,RENT,11400,Not Verified,Oct-18,Current,n,debt_consolidation
30000,30000,30000,60 months,0.1502,714.02,C,C3,Managing Director ,9 years,RENT,80000,Not Verified,Oct-18,Current,n,credit_card
12000,12000,12000,36 months,0.0667,368.72,A,A2,Wholesale Operations Manager,< 1 year,RENT,50000,Source Verified,Oct-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.1691,712.16,C,C5,Senior Builder,3 years,RENT,84500,Not Verified,Oct-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.1106,655.35,B,B3,CEO,10+ years,OWN,90000,Not Verified,Oct-18,Current,n,small_business
30000,30000,30000,60 months,0.1155,660.54,B,B4,Relief operator,10+ years,MORTGAGE,60000,Source Verified,Oct-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.1047,487.33,B,B2,,< 1 year,MORTGAGE,300000,Source Verified,Oct-18,Late (31-120 days),n,debt_consolidation
11000,11000,11000,36 months,0.0784,343.89,A,A4,IT Admin,3 years,MORTGAGE,51500,Verified,Oct-18,Current,n,debt_consolidation
18000,18000,18000,60 months,0.2534,531.92,E,E3,sales,10+ years,MORTGAGE,75000,Source Verified,Oct-18,Current,n,debt_consolidation
40000,40000,40000,60 months,0.1155,880.71,B,B4,Director of Nursing,10+ years,MORTGAGE,135000,Source Verified,Oct-18,Current,n,debt_consolidation
16000,16000,16000,36 months,0.0784,500.21,A,A4,Driver/Management ,10+ years,RENT,60000,Not Verified,Oct-18,Current,n,credit_card
7500,7500,7500,36 months,0.0784,234.47,A,A4,Server,2 years,RENT,30000,Source Verified,Oct-18,Current,n,credit_card
30000,30000,30000,36 months,0.2089,1128.56,D,D4,Deputy City Attorney,10+ years,RENT,212935,Source Verified,Oct-18,Current,n,debt_consolidation
16000,16000,16000,36 months,0.1008,516.88,B,B1,Sales Director,< 1 year,MORTGAGE,170000,Source Verified,Oct-18,Current,n,debt_consolidation
15000,15000,15000,60 months,0.2534,443.27,E,E3,Business Partner Compliance Analyst,4 years,RENT,73000,Source Verified,Oct-18,Current,n,debt_consolidation
14825,14825,14825,60 months,0.1356,341.58,C,C1,Senior Merchandiser,4 years,RENT,52000,Source Verified,Oct-18,Current,n,credit_card
20000,20000,20000,60 months,0.1614,487.86,C,C4,,< 1 year,MORTGAGE,67000,Not Verified,Oct-18,Current,n,credit_card
8800,8800,8800,36 months,0.0611,268.16,A,A1,Teacher,10+ years,MORTGAGE,86500,Verified,Oct-18,Current,n,debt_consolidation
20000,20000,20000,60 months,0.1047,429.59,B,B2,Team Lead,3 years,MORTGAGE,105000,Source Verified,Oct-18,Current,n,debt_consolidation
15000,15000,15000,60 months,0.1614,365.89,C,C4,Senior Manager,< 1 year,RENT,50000,Verified,Oct-18,Current,n,debt_consolidation
21000,21000,21000,36 months,0.1691,747.77,C,C5,Security Engineer,2 years,RENT,91000,Not Verified,Oct-18,Current,n,debt_consolidation
21600,21600,21600,60 months,0.1155,475.59,B,B4,Service technician 3,2 years,MORTGAGE,62000,Verified,Oct-18,Current,n,credit_card
14000,14000,14000,36 months,0.0721,433.63,A,A3,,n/a,RENT,22000,Verified,Oct-18,Current,n,debt_consolidation
6000,6000,6000,36 months,0.1447,206.44,C,C2,,n/a,RENT,17364,Not Verified,Oct-18,Current,n,credit_card
33000,33000,33000,60 months,0.1691,818.54,C,C5,Military Officer ,10+ years,RENT,100000,Source Verified,Oct-18,Current,n,debt_consolidation
16000,16000,16000,36 months,0.1273,537.03,B,B5,Operator/Owner,1 year,MORTGAGE,100000,Source Verified,Oct-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.0611,304.72,A,A1,Bar Manager ,1 year,RENT,28800,Not Verified,Oct-18,Current,n,credit_card
7225,7225,7225,36 months,0.1273,242.51,B,B5,Associate Investor Services,10+ years,MORTGAGE,69000,Source Verified,Oct-18,Current,n,credit_card
30000,30000,30000,36 months,0.2235,1151.16,D,D5,Registered Nurse,6 years,RENT,82000,Verified,Oct-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.1047,649.77,B,B2,Insurance Accountant,8 years,MORTGAGE,95000,Not Verified,Oct-18,Current,n,debt_consolidation
32000,32000,32000,36 months,0.1106,1048.55,B,B3,UniServ Director,10+ years,MORTGAGE,160000,Verified,Oct-18,Current,n,debt_consolidation
16000,16000,16000,60 months,0.1356,368.66,C,C1,Assistant to the Principal,8 years,RENT,30000,Source Verified,Oct-18,Current,n,debt_consolidation
30000,30000,30000,36 months,0.0611,914.16,A,A1,Paramedic,8 years,MORTGAGE,150000,Source Verified,Oct-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.1356,169.83,C,C1,Roof Decker,6 years,RENT,30000,Verified,Oct-18,Current,n,debt_consolidation
30000,30000,30000,36 months,0.1047,974.65,B,B2,Paramedic,< 1 year,MORTGAGE,70000,Not Verified,Oct-18,Current,n,debt_consolidation
4000,4000,4000,36 months,0.1614,140.91,C,C4,Field Service Technician,6 years,RENT,58000,Not Verified,Oct-18,Fully Paid,n,debt_consolidation
16000,16000,16000,60 months,0.1797,406.04,D,D1,Mgt,5 years,MORTGAGE,195000,Not Verified,Oct-18,Current,n,debt_consolidation
15000,15000,15000,60 months,0.2089,404.88,D,D4,Manager - Support Services,8 years,RENT,52000,Verified,Oct-18,Current,n,debt_consolidation
12800,12800,12800,36 months,0.1797,462.56,D,D1,Enterprise Client Engineer,4 years,MORTGAGE,95000,Source Verified,Oct-18,Current,n,debt_consolidation
11800,11800,11800,36 months,0.1008,381.2,B,B1,Housing Specialist II,5 years,RENT,47000,Not Verified,Oct-18,Current,n,credit_card
28000,28000,28000,36 months,0.1447,963.38,C,C2,Stock Administration Manager,< 1 year,OWN,170000,Verified,Oct-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.0611,304.72,A,A1,Job Supervisor,6 years,RENT,84000,Not Verified,Oct-18,Current,n,credit_card
21000,21000,21000,60 months,0.1614,512.25,C,C4,Custodial,6 years,RENT,32000,Source Verified,Oct-18,Current,n,credit_card
5000,5000,5000,36 months,0.1797,180.69,D,D1,Deli manager,3 years,RENT,25000,Not Verified,Oct-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.0784,156.32,A,A4,,n/a,RENT,30000,Source Verified,Oct-18,Current,n,credit_card
5000,5000,5000,36 months,0.2437,197.14,E,E2,AP,2 years,RENT,95000,Not Verified,Oct-18,Current,n,credit_card
8400,8400,8400,36 months,0.1273,281.94,B,B5,Sales Rep,1 year,RENT,80000,Not Verified,Oct-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.1894,549.39,D,D2,ELIGIBILITY SPECIALIST,10+ years,MORTGAGE,85000,Verified,Oct-18,Current,n,home_improvement
17500,17500,17500,60 months,0.2631,527.18,E,E4,Background Investigator,10+ years,OWN,53000,Not Verified,Oct-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1273,335.65,B,B5,sales,10+ years,MORTGAGE,53000,Source Verified,Oct-18,Late (31-120 days),n,medical
10000,10000,10000,60 months,0.1008,212.87,B,B1,Driver,10+ years,MORTGAGE,85000,Not Verified,Oct-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1614,352.27,C,C4,Quantitative Analyst,2 years,MORTGAGE,35000,Not Verified,Oct-18,Current,n,home_improvement
4000,4000,4000,36 months,0.0846,126.2,A,A5,Manager,< 1 year,RENT,30000,Not Verified,Oct-18,Current,n,credit_card
18000,18000,18000,36 months,0.1155,594,B,B4,Office staff,10+ years,MORTGAGE,40000,Not Verified,Oct-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.1008,161.53,B,B1,Line Cook ,5 years,RENT,20000,Source Verified,Oct-18,Current,n,credit_card
11500,11500,11500,60 months,0.1691,285.25,C,C5,,n/a,MORTGAGE,22000,Verified,Oct-18,In Grace Period,n,debt_consolidation
2000,2000,2000,36 months,0.0611,60.95,A,A1,,n/a,RENT,19350,Verified,Oct-18,Current,n,debt_consolidation
17000,17000,17000,36 months,0.0721,526.55,A,A3,Owner,2 years,RENT,110000,Not Verified,Oct-18,Current,n,debt_consolidation
40000,40000,40000,60 months,0.0667,785.84,A,A2,Senior Manager,10+ years,MORTGAGE,139256,Verified,Oct-18,Current,n,debt_consolidation
40000,40000,40000,36 months,0.1008,1292.2,B,B1,Executive Director,5 years,MORTGAGE,98000,Source Verified,Oct-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.1047,649.77,B,B2,Case Manager,2 years,RENT,38000,Source Verified,Oct-18,Current,n,debt_consolidation
35000,35000,35000,36 months,0.1447,1204.23,C,C2,,n/a,OWN,83300,Verified,Oct-18,Current,n,debt_consolidation
31750,31750,31750,36 months,0.1008,1025.68,B,B1,Software Engineering Manager,3 years,RENT,200000,Source Verified,Oct-18,Current,n,credit_card
22000,22000,22000,60 months,0.1797,558.3,D,D1,district manager,10+ years,RENT,56400,Verified,Oct-18,Current,n,debt_consolidation
20000,20000,20000,36 months,0.0846,630.99,A,A5,Commercial Specialist,5 years,MORTGAGE,60000,Source Verified,Oct-18,Current,n,credit_card
2750,2750,2750,36 months,0.0721,85.18,A,A3,Operations Manager ,8 years,RENT,52000,Not Verified,Oct-18,Current,n,debt_consolidation
10000,10000,10000,36 months,0.1106,327.68,B,B3,Teacher,8 years,MORTGAGE,85000,Source Verified,Oct-18,Current,n,debt_consolidation
4000,4000,4000,36 months,0.1155,132,B,B4,Manitenance Inspector,10+ years,MORTGAGE,92000,Verified,Oct-18,Fully Paid,n,debt_consolidation
15000,15000,15000,36 months,0.1106,491.51,B,B3,,< 1 year,RENT,70000,Not Verified,Oct-18,Current,n,debt_consolidation
35000,35000,35000,36 months,0.1614,1232.92,C,C4,warehouseman,10+ years,RENT,43000,Verified,Oct-18,Current,n,credit_card
22400,22400,22400,36 months,0.0846,706.7,A,A5,,< 1 year,MORTGAGE,160000,Not Verified,Oct-18,Current,n,credit_card
25000,25000,25000,60 months,0.0611,484.6,A,A1,Sr Demand Planner,3 years,MORTGAGE,135000,Not Verified,Oct-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.0846,157.75,A,A5,Special education paraprofessional,5 years,MORTGAGE,30000,Source Verified,Oct-18,Current,n,debt_consolidation
10800,10800,10800,60 months,0.1614,263.44,C,C4,Loan Coordinator,3 years,MORTGAGE,36000,Verified,Oct-18,Current,n,credit_card
10000,10000,10000,36 months,0.1356,339.65,C,C1,Assistant General Manager,< 1 year,MORTGAGE,85000,Not Verified,Oct-18,Current,n,debt_consolidation
19500,19500,19500,60 months,0.0611,377.99,A,A1,Finance Manager,6 years,RENT,100000,Not Verified,Oct-18,Current,n,credit_card
25000,25000,25000,60 months,0.1273,565.38,B,B5,Assistant Principal,10+ years,MORTGAGE,90000,Not Verified,Oct-18,Current,n,debt_consolidation
24000,24000,24000,60 months,0.1502,571.22,C,C3,US Customs Broker,4 years,MORTGAGE,230000,Source Verified,Oct-18,Current,n,credit_card
5000,5000,5000,36 months,0.1502,173.38,C,C3,,n/a,MORTGAGE,25000,Verified,Oct-18,Current,n,medical
1700,1700,1700,36 months,0.0721,52.66,A,A3,Customer service,3 years,RENT,25000,Source Verified,Oct-18,Current,n,other
11000,11000,11000,60 months,0.1797,279.15,D,D1,Associate Systems Administrator,1 year,MORTGAGE,80400,Not Verified,Oct-18,Current,n,debt_consolidation
13800,13800,13800,60 months,0.1008,293.76,B,B1,Department Manager ,10+ years,MORTGAGE,37440,Not Verified,Oct-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.0667,153.64,A,A2,Office Manager/Creative Director,< 1 year,RENT,63000,Source Verified,Oct-18,Current,n,home_improvement
8400,8400,8400,36 months,0.1356,285.31,C,C1,driver,10+ years,OWN,55000,Verified,Oct-18,Current,n,medical
20000,20000,20000,36 months,0.1008,646.1,B,B1,Engineer,10+ years,RENT,108000,Not Verified,Oct-18,Current,n,debt_consolidation
12000,12000,12000,36 months,0.0721,371.68,A,A3,Machinist,10+ years,MORTGAGE,55000,Not Verified,Oct-18,Current,n,debt_consolidation
7000,7000,7000,36 months,0.1992,259.86,D,D3,,n/a,RENT,4800,Not Verified,Oct-18,Current,n,debt_consolidation
4000,4000,4000,36 months,0.0611,121.89,A,A1,Service Writer,10+ years,MORTGAGE,55000,Not Verified,Oct-18,Fully Paid,n,other
12000,12000,12000,60 months,0.1106,261.27,B,B3,Planner,10+ years,MORTGAGE,78750,Source Verified,Oct-18,Current,n,credit_card
12000,12000,12000,60 months,0.1356,276.49,C,C1,,< 1 year,RENT,78000,Source Verified,Oct-18,Current,n,credit_card
15000,15000,15000,36 months,0.0846,473.24,A,A5,,n/a,MORTGAGE,9600,Verified,Oct-18,Fully Paid,n,credit_card
35000,35000,35000,60 months,0.1008,745.03,B,B1,Facility Engineer,10+ years,OWN,92000,Source Verified,Oct-18,Current,n,home_improvement
17400,17400,17400,36 months,0.1894,637.29,D,D2,Sr. Design Manager,3 years,MORTGAGE,268000,Verified,Nov-18,Current,n,major_purchase
35000,35000,35000,60 months,0.1502,833.02,C,C3,Manager,1 year,MORTGAGE,72000,Verified,Oct-18,Current,n,debt_consolidation
15000,15000,15000,36 months,0.1614,528.4,C,C4,Insulation Mechanic,4 years,RENT,48050,Source Verified,Oct-18,Current,n,debt_consolidation
6000,6000,6000,36 months,0.0611,182.84,A,A1,Overnight Stocker,< 1 year,OWN,13000,Source Verified,Oct-18,Current,n,credit_card
10000,10000,10000,36 months,0.0611,304.72,A,A1,Special Events Manager,3 years,RENT,51000,Not Verified,Oct-18,Current,n,credit_card
6000,6000,6000,36 months,0.1155,198,B,B4,C.F.O,8 years,RENT,62400,Source Verified,Oct-18,Current,n,major_purchase
12000,12000,12000,36 months,0.0846,378.59,A,A5,Sr Continuous Improvement Process Leader,3 years,MORTGAGE,102000,Not Verified,Oct-18,Current,n,debt_consolidation
13525,13525,13525,36 months,0.1047,439.41,B,B2,,< 1 year,MORTGAGE,500000,Source Verified,Oct-18,Current,n,credit_card
27000,27000,27000,36 months,0.1155,891,B,B4,Corrections,10+ years,MORTGAGE,95000,Verified,Oct-18,Current,n,debt_consolidation
2100,2100,2100,36 months,0.1356,71.33,C,C1,customer service,7 years,RENT,44426,Source Verified,Oct-18,Current,n,debt_consolidation
5000,5000,5000,36 months,0.2437,197.14,E,E2,,< 1 year,MORTGAGE,85000,Not Verified,Oct-18,Current,n,small_business
